sample,target_poly,target_coeff,s00,sij,y00,w00,z00,yij,wij,zij,ratio
10228,1,1,1,0,-9,1,-8,-17,-4,-21,2.625
10229,1,1,1,0,1,-3,-2,17,14,31,-15.5
10230,1,1,1,0,-5,-3,-8,5,-4,1,-0.125
10231,1,1,1,0,-9,3,-6,-14,11,-3,0.5
10232,1,1,1,0,7,2,9,12,5,17,1.88889
10233,1,1,1,0,13,0,13,15,3,18,1.38462
10234,1,1,1,0,4,1,5,-16,-11,-27,-5.4
10235,1,1,1,0,-33,3,-30,7,-1,6,-0.2
10236,1,1,1,0,-20,0,-20,6,-12,-6,0.3
10237,1,1,1,0,7,-1,6,4,0,4,0.666667
10238,1,1,1,0,16,0,16,-2,1,-1,-0.0625
10239,1,1,1,0,4,0,4,-17,1,-16,-4
10240,1,1,1,0,8,0,8,-19,3,-16,-2
10241,1,1,1,0,-7,1,-6,-25,5,-20,3.33333
10242,1,1,1,0,21,0,21,6,1,7,0.333333
10243,1,1,1,0,14,2,16,7,-12,-5,-0.3125
10244,1,1,1,0,-10,0,-10,-10,2,-8,0.8
10245,1,1,1,0,-5,-1,-6,9,-5,4,-0.666667
10246,1,1,1,0,8,1,9,2,3,5,0.555556
10247,1,1,1,0,9,-2,7,3,12,15,2.14286
10248,1,1,1,0,-46,1,-45,9,-1,8,-0.177778
10249,1,1,1,0,2,-1,1,-4,-17,-21,-21
10250,1,1,1,0,23,1,24,15,-2,13,0.541667
10251,1,1,1,0,-13,2,-11,14,11,25,-2.27273
10252,1,1,1,0,5,0,5,13,2,15,3
10253,1,1,1,0,-1,0,-1,8,-4,4,-4
10254,1,1,1,0,8,1,9,20,-8,12,1.33333
10255,1,1,1,0,-6,1,-5,-19,-5,-24,4.8
10256,1,1,1,0,1,-4,-3,-33,-2,-35,11.6667
10257,1,1,1,0,-2,4,2,-27,6,-21,-10.5
10258,1,1,1,0,-10,-2,-12,3,-3,0,-0
10259,1,1,1,0,-6,3,-3,-6,10,4,-1.33333
10260,1,1,1,0,5,3,8,-8,7,-1,-0.125
10261,1,1,1,0,5,-3,2,-27,-7,-34,-17
10262,1,1,1,0,8,-1,7,-1,4,3,0.428571
10263,1,1,1,0,4,0,4,1,-13,-12,-3
10264,1,1,1,0,29,1,30,-11,-7,-18,-0.6
10265,1,1,1,0,-28,-2,-30,20,-5,15,-0.5
10266,1,1,1,0,36,-3,33,-11,6,-5,-0.151515
10267,1,1,1,0,-30,3,-27,-18,-3,-21,0.777778
10268,1,1,1,0,11,1,12,-15,-4,-19,-1.58333
10269,1,1,1,0,11,-2,9,-7,4,-3,-0.333333
10270,1,1,1,0,-10,1,-9,-10,-1,-11,1.22222
10271,1,1,1,0,4,-4,0,-41,4,-37,0
10272,1,1,1,0,3,-1,2,-3,4,1,0.5
10273,1,1,1,0,-1,1,0,1,11,12,0
10274,1,1,1,0,4,2,6,-10,2,-8,-1.33333
10275,1,1,1,0,0,3,3,14,6,20,6.66667
10276,1,1,1,0,-9,3,-6,-10,-4,-14,2.33333
10277,1,1,1,0,-17,1,-16,-9,3,-6,0.375
10278,1,1,1,0,10,1,11,8,-3,5,0.454545
10279,1,1,1,0,4,3,7,-3,-6,-9,-1.28571
10280,1,1,1,0,-10,2,-8,21,-4,17,-2.125
10281,1,1,1,0,-2,-2,-4,-11,8,-3,0.75
10282,1,1,1,0,-23,3,-20,3,8,11,-0.55
10283,1,1,1,0,22,3,25,6,17,23,0.92
10284,1,1,1,0,-13,2,-11,3,2,5,-0.454545
10285,1,1,1,0,-2,1,-1,-5,2,-3,3
10286,1,1,1,0,-26,3,-23,16,0,16,-0.695652
10287,1,1,1,0,-13,2,-11,10,-10,0,-0
10288,1,1,1,0,12,4,16,6,9,15,0.9375
10289,1,1,1,0,18,-1,17,13,-10,3,0.176471
10290,1,1,1,0,10,3,13,6,2,8,0.615385
10291,1,1,1,0,51,0,51,-17,-4,-21,-0.411765
10292,1,1,1,0,-19,-2,-21,13,-5,8,-0.380952
10293,1,1,1,0,7,2,9,-1,7,6,0.666667
10294,1,1,1,0,-11,-3,-14,-26,3,-23,1.64286
10295,1,1,1,0,9,0,9,-12,-8,-20,-2.22222
10296,1,1,1,0,-2,1,-1,13,10,23,-23
10297,1,1,1,0,7,0,7,-8,-16,-24,-3.42857
10298,1,1,1,0,-31,-1,-32,-23,-7,-30,0.9375
10299,1,1,1,0,-3,-5,-8,8,9,17,-2.125
10300,1,1,1,0,7,-3,4,-23,4,-19,-4.75
10301,1,1,1,0,36,2,38,-27,0,-27,-0.710526
10302,1,1,1,0,-12,1,-11,16,6,22,-2
10303,1,1,1,0,-4,-1,-5,-12,7,-5,1
10304,1,1,1,0,-13,0,-13,-8,-10,-18,1.38462
10305,1,1,1,0,-4,4,0,-3,2,-1,0
10306,1,1,1,0,5,-1,4,-30,1,-29,-7.25
10307,1,1,1,0,-5,-5,-10,-4,-10,-14,1.4
10308,1,1,1,0,-25,-4,-29,22,2,24,-0.827586
10309,1,1,1,0,-2,-1,-3,15,-8,7,-2.33333
10310,1,1,1,0,5,-1,4,-7,-8,-15,-3.75
10311,1,1,1,0,-12,0,-12,10,9,19,-1.58333
10312,1,1,1,0,-7,1,-6,19,1,20,-3.33333
10313,1,1,1,0,31,0,31,-8,3,-5,-0.16129
10314,1,1,1,0,19,2,21,-4,-18,-22,-1.04762
10315,1,1,1,0,0,-3,-3,-21,-4,-25,8.33333
10316,1,1,1,0,8,3,11,28,-5,23,2.09091
10317,1,1,1,0,25,1,26,17,3,20,0.769231
10318,1,1,1,0,-8,-1,-9,-4,-4,-8,0.888889
10319,1,1,1,0,-11,2,-9,5,-4,1,-0.111111
10320,1,1,1,0,-15,1,-14,7,2,9,-0.642857
10321,1,1,1,0,-19,0,-19,-4,8,4,-0.210526
10322,1,1,1,0,-7,1,-6,18,9,27,-4.5
10323,1,1,1,0,19,1,20,-20,3,-17,-0.85
10324,1,1,1,0,12,1,13,-20,-2,-22,-1.69231
10325,1,1,1,0,19,-1,18,-14,-1,-15,-0.833333
10326,1,1,1,0,-7,-1,-8,-8,3,-5,0.625
10327,1,1,1,0,11,-3,8,9,-1,8,1
10328,1,1,1,0,2,0,2,-28,-15,-43,-21.5
10329,1,1,1,0,1,-2,-1,15,-4,11,-11
10330,1,1,1,0,31,0,31,-33,-3,-36,-1.16129
10331,1,1,1,0,15,-1,14,12,-11,1,0.0714286
10332,1,1,1,0,-30,-2,-32,6,-7,-1,0.03125
10333,1,1,1,0,4,-2,2,-8,-2,-10,-5
10334,1,1,1,0,-4,-3,-7,12,8,20,-2.85714
10335,1,1,1,0,-5,-3,-8,33,-4,29,-3.625
10336,1,1,1,0,3,0,3,8,8,16,5.33333
10337,1,1,1,0,-9,-2,-11,14,3,17,-1.54545
10338,1,1,1,0,-16,1,-15,-6,2,-4,0.266667
10339,1,1,1,0,19,-2,17,-24,6,-18,-1.05882
10340,1,1,1,0,-1,3,2,-16,-3,-19,-9.5
10341,1,1,1,0,-1,1,0,33,-11,22,0
10342,1,1,1,0,7,2,9,34,-6,28,3.11111
10343,1,1,1,0,-1,-1,-2,-16,-10,-26,13
10344,1,1,1,0,38,0,38,8,-4,4,0.105263
10345,1,1,1,0,0,-1,-1,19,-4,15,-15
10346,1,1,1,0,20,2,22,40,13,53,2.40909
10347,1,1,1,0,29,2,31,14,-2,12,0.387097
10348,1,1,1,0,11,2,13,-2,2,0,0
10349,1,1,1,0,-5,-1,-6,13,2,15,-2.5
10350,1,1,1,0,0,1,1,3,2,5,5
10351,1,1,1,0,-3,1,-2,19,-4,15,-7.5
10352,1,1,1,0,-3,1,-2,21,7,28,-14
10353,1,1,1,0,-18,-2,-20,8,16,24,-1.2
10354,1,1,1,0,1,-1,0,3,5,8,0
10355,1,1,1,0,29,0,29,21,4,25,0.862069
10356,1,1,1,0,19,-4,15,11,-3,8,0.533333
10357,1,1,1,0,-12,3,-9,11,-1,10,-1.11111
10358,1,1,1,0,2,0,2,-5,-14,-19,-9.5
10359,1,1,1,0,0,-2,-2,-6,1,-5,2.5
10360,1,1,1,0,-33,-1,-34,12,3,15,-0.441176
10361,1,1,1,0,22,-1,21,23,6,29,1.38095
10362,1,1,1,0,-4,-1,-5,-6,1,-5,1
10363,1,1,1,0,2,-2,0,18,-1,17,0
10364,1,1,1,0,-5,-1,-6,-6,-2,-8,1.33333
10365,1,1,1,0,5,-1,4,14,3,17,4.25
10366,1,1,1,0,1,-3,-2,19,-3,16,-8
10367,1,1,1,0,-1,0,-1,-8,-5,-13,13
10368,1,1,1,0,-8,-2,-10,8,-7,1,-0.1
10369,1,1,1,0,-13,2,-11,-14,10,-4,0.363636
10370,1,1,1,0,-10,0,-10,2,-2,0,-0
10371,1,1,1,0,32,0,32,-12,-6,-18,-0.5625
10372,1,1,1,0,24,0,24,8,0,8,0.333333
10373,1,1,1,0,-14,0,-14,-9,-2,-11,0.785714
10374,1,1,1,0,-2,-3,-5,26,7,33,-6.6
10375,1,1,1,0,5,2,7,16,-8,8,1.14286
10376,1,1,1,0,-1,0,-1,11,-1,10,-10
10377,1,1,1,0,7,3,10,-15,-3,-18,-1.8
10378,1,1,1,0,-8,1,-7,-19,-16,-35,5
10379,1,1,1,0,-10,-5,-15,22,3,25,-1.66667
10380,1,1,1,0,-10,-2,-12,-12,5,-7,0.583333
10381,1,1,1,0,-5,-1,-6,-19,0,-19,3.16667
10382,1,1,1,0,-21,2,-19,-11,0,-11,0.578947
10383,1,1,1,0,-8,0,-8,1,2,3,-0.375
10384,1,1,1,0,9,-5,4,18,0,18,4.5
10385,1,1,1,0,-2,1,-1,7,-12,-5,5
10386,1,1,1,0,-16,1,-15,12,7,19,-1.26667
10387,1,1,1,0,8,-2,6,16,-2,14,2.33333
10388,1,1,1,0,1,-5,-4,-6,6,0,-0
10389,1,1,1,0,-8,1,-7,34,-8,26,-3.71429
10390,1,1,1,0,-3,-2,-5,-14,6,-8,1.6
10391,1,1,1,0,14,-5,9,12,-6,6,0.666667
10392,1,1,1,0,0,-2,-2,3,1,4,-2
10393,1,1,1,0,-14,-1,-15,1,11,12,-0.8
10394,1,1,1,0,-4,2,-2,6,-1,5,-2.5
10395,1,1,1,0,26,-1,25,-24,-3,-27,-1.08
10396,1,1,1,0,-14,1,-13,-21,3,-18,1.38462
10397,1,1,1,0,-8,-3,-11,-1,3,2,-0.181818
10398,1,1,1,0,-27,1,-26,22,8,30,-1.15385
10399,1,1,1,0,-22,-2,-24,18,-12,6,-0.25
10400,1,1,1,0,0,1,1,7,-4,3,3
10401,1,1,1,0,17,2,19,4,10,14,0.736842
10402,1,1,1,0,-2,-2,-4,-1,1,0,-0
10403,1,1,1,0,-4,2,-2,-9,-3,-12,6
10404,1,1,1,0,10,0,10,16,3,19,1.9
10405,1,1,1,0,2,2,4,-8,5,-3,-0.75
10406,1,1,1,0,8,0,8,9,8,17,2.125
10407,1,1,1,0,-4,-1,-5,-20,-2,-22,4.4
10408,1,1,1,0,-25,-1,-26,17,6,23,-0.884615
10409,1,1,1,0,-12,4,-8,-15,-7,-22,2.75
10410,1,1,1,0,31,-1,30,-23,2,-21,-0.7
10411,1,1,1,0,-16,-2,-18,-5,-1,-6,0.333333
10412,1,1,1,0,-7,3,-4,1,-4,-3,0.75
10413,1,1,1,0,34,1,35,-14,-16,-30,-0.857143
10414,1,1,1,0,-9,-2,-11,-21,3,-18,1.63636
10415,1,1,1,0,-11,-1,-12,-10,4,-6,0.5
10416,1,1,1,0,17,-1,16,-7,-18,-25,-1.5625
10417,1,1,1,0,7,1,8,5,-5,0,0
10418,1,1,1,0,-23,-1,-24,38,5,43,-1.79167
10419,1,1,1,0,-3,-1,-4,18,1,19,-4.75
10420,1,1,1,0,-9,-1,-10,8,-11,-3,0.3
10421,1,1,1,0,-38,5,-33,6,1,7,-0.212121
10422,1,1,1,0,0,3,3,-14,-3,-17,-5.66667
10423,1,1,1,0,-27,0,-27,-9,-7,-16,0.592593
10424,1,1,1,0,-17,1,-16,-22,-12,-34,2.125
10425,1,1,1,0,4,1,5,-2,4,2,0.4
10426,1,1,1,0,-1,-6,-7,29,-3,26,-3.71429
10427,1,1,1,0,12,1,13,-13,-4,-17,-1.30769
10428,1,1,1,0,-13,0,-13,1,-8,-7,0.538462
10429,1,1,1,0,-13,0,-13,-21,-3,-24,1.84615
10430,1,1,1,0,-2,-6,-8,21,8,29,-3.625
10431,1,1,1,0,0,-2,-2,-13,-8,-21,10.5
10432,1,1,1,0,-4,-1,-5,0,-10,-10,2
10433,1,1,1,0,-11,2,-9,-3,7,4,-0.444444
10434,1,1,1,0,2,2,4,-24,-2,-26,-6.5
10435,1,1,1,0,1,-1,0,5,4,9,0
10436,1,1,1,0,-2,-1,-3,-35,7,-28,9.33333
10437,1,1,1,0,18,2,20,22,-3,19,0.95
10438,1,1,1,0,12,-1,11,-5,7,2,0.181818
10439,1,1,1,0,8,1,9,-7,1,-6,-0.666667
10440,1,1,1,0,4,1,5,22,6,28,5.6
10441,1,1,1,0,-2,1,-1,17,0,17,-17
10442,1,1,1,0,-4,0,-4,14,0,14,-3.5
10443,1,1,1,0,1,2,3,35,-10,25,8.33333
10444,1,1,1,0,2,1,3,19,6,25,8.33333
10445,1,1,1,0,-17,-1,-18,-20,-13,-33,1.83333
10446,1,1,1,0,-24,0,-24,16,3,19,-0.791667
10447,1,1,1,0,5,1,6,2,5,7,1.16667
10448,1,1,1,0,2,2,4,-8,-1,-9,-2.25
10449,1,1,1,0,9,-1,8,11,9,20,2.5
10450,1,1,1,0,34,1,35,-14,3,-11,-0.314286
10451,1,1,1,0,15,-2,13,-2,-4,-6,-0.461538
10452,1,1,1,0,12,0,12,0,5,5,0.416667
10453,1,1,1,0,6,0,6,14,2,16,2.66667
10454,1,1,1,0,-13,-2,-15,11,7,18,-1.2
10455,1,1,1,0,-9,2,-7,11,-3,8,-1.14286
10456,1,1,1,0,24,2,26,2,10,12,0.461538
10457,1,1,1,0,1,-2,-1,0,11,11,-11
10458,1,1,1,0,16,-1,15,-4,1,-3,-0.2
10459,1,1,1,0,30,-3,27,-7,-3,-10,-0.37037
10460,1,1,1,0,4,1,5,13,-16,-3,-0.6
10461,1,1,1,0,4,1,5,2,-2,0,0
10462,1,1,1,0,27,1,28,-9,-3,-12,-0.428571
10463,1,1,1,0,16,4,20,25,7,32,1.6
10464,1,1,1,0,1,-1,0,22,-7,15,0
10465,1,1,1,0,-12,1,-11,-27,8,-19,1.72727
10466,1,1,1,0,14,-4,10,5,10,15,1.5
10467,1,1,1,0,-2,1,-1,22,-12,10,-10
10468,1,1,1,0,-27,1,-26,-5,-1,-6,0.230769
10469,1,1,1,0,-26,-3,-29,1,8,9,-0.310345
10470,1,1,1,0,1,2,3,21,10,31,10.3333
10471,1,1,1,0,-21,1,-20,6,-13,-7,0.35
10472,1,1,1,0,18,0,18,-7,-2,-9,-0.5
10473,1,1,1,0,-18,-2,-20,15,-13,2,-0.1
10474,1,1,1,0,-6,2,-4,-2,5,3,-0.75
10475,1,1,1,0,-11,2,-9,-22,-5,-27,3
10476,1,1,1,0,-4,0,-4,-21,-3,-24,6
10477,1,1,1,0,15,-1,14,-16,-2,-18,-1.28571
10478,1,1,1,0,5,2,7,0,7,7,1
10479,1,1,1,0,2,3,5,0,16,16,3.2
10480,1,1,1,0,-14,0,-14,0,4,4,-0.285714
10481,1,1,1,0,-33,0,-33,-11,-12,-23,0.69697
10482,1,1,1,0,4,0,4,-4,3,-1,-0.25
10483,1,1,1,0,14,1,15,6,5,11,0.733333
10484,1,1,1,0,19,0,19,-15,4,-11,-0.578947
10485,1,1,1,0,-1,0,-1,10,0,10,-10
10486,1,1,1,0,-15,3,-12,10,8,18,-1.5
10487,1,1,1,0,22,-2,20,1,2,3,0.15
10488,1,1,1,0,-6,-3,-9,-19,-2,-21,2.33333
10489,1,1,1,0,34,-2,32,2,-6,-4,-0.125
10490,1,1,1,0,-11,1,-10,-18,2,-16,1.6
10491,1,1,1,0,8,0,8,27,10,37,4.625
10492,1,1,1,0,-10,3,-7,15,14,29,-4.14286
10493,1,1,1,0,-4,0,-4,6,-2,4,-1
10494,1,1,1,0,22,-1,21,28,3,31,1.47619
10495,1,1,1,0,-3,0,-3,14,7,21,-7
10496,1,1,1,0,15,1,16,-10,-2,-12,-0.75
10497,1,1,1,0,4,0,4,-5,4,-1,-0.25
10498,1,1,1,0,-2,3,1,-13,4,-9,-9
10499,1,1,1,0,9,-1,8,-24,1,-23,-2.875
10500,1,1,1,0,-24,-2,-26,-9,3,-6,0.230769
10501,1,1,1,0,-1,0,-1,-13,-11,-24,24
10502,1,1,1,0,28,-1,27,-8,-1,-9,-0.333333
10503,1,1,1,0,-1,-1,-2,5,-4,1,-0.5
10504,1,1,1,0,-11,-2,-13,-12,2,-10,0.769231
10505,1,1,1,0,-1,1,0,22,-6,16,0
10506,1,1,1,0,-6,4,-2,15,-3,12,-6
10507,1,1,1,0,-16,3,-13,25,-1,24,-1.84615
10508,1,1,1,0,1,0,1,15,8,23,23
10509,1,1,1,0,14,2,16,3,4,7,0.4375
10510,1,1,1,0,-14,1,-13,-12,2,-10,0.769231
10511,1,1,1,0,8,1,9,8,6,14,1.55556
10512,1,1,1,0,16,0,16,14,0,14,0.875
10513,1,1,1,0,9,-1,8,16,5,21,2.625
10514,1,1,1,0,17,-2,15,14,-10,4,0.266667
10515,1,1,1,0,10,-2,8,22,14,36,4.5
10516,1,1,1,0,-4,0,-4,2,7,9,-2.25
10517,1,1,1,0,-6,1,-5,7,4,11,-2.2
10518,1,1,1,0,1,-3,-2,-6,-1,-7,3.5
10519,1,1,1,0,-17,1,-16,-22,-6,-28,1.75
10520,1,1,1,0,10,-2,8,18,-9,9,1.125
10521,1,1,1,0,10,0,10,5,5,10,1
10522,1,1,1,0,5,2,7,2,4,6,0.857143
10523,1,1,1,0,-5,3,-2,-17,2,-15,7.5
10524,1,1,1,0,-7,4,-3,-6,11,5,-1.66667
10525,1,1,1,0,-10,2,-8,-19,-12,-31,3.875
10526,1,1,1,0,7,3,10,-31,3,-28,-2.8
10527,1,1,1,0,3,-1,2,17,-5,12,6
10528,1,1,1,0,-15,2,-13,-7,9,2,-0.153846
10529,1,1,1,0,-15,-1,-16,-10,0,-10,0.625
10530,1,1,1,0,-27,2,-25,14,5,19,-0.76
10531,1,1,1,0,0,-3,-3,10,-16,-6,2
10532,1,1,1,0,20,1,21,-11,4,-7,-0.333333
10533,1,1,1,0,4,1,5,-2,8,6,1.2
10534,1,1,1,0,2,1,3,-14,0,-14,-4.66667
10535,1,1,1,0,-34,0,-34,-16,4,-12,0.352941
10536,1,1,1,0,7,-4,3,4,9,13,4.33333
10537,1,1,1,0,-1,-2,-3,-14,-1,-15,5
10538,1,1,1,0,14,-1,13,-2,11,9,0.692308
10539,1,1,1,0,3,-4,-1,32,10,42,-42
10540,1,1,1,0,6,-1,5,17,-11,6,1.2
10541,1,1,1,0,0,1,1,-14,6,-8,-8
10542,1,1,1,0,14,1,15,5,6,11,0.733333
10543,1,1,1,0,-4,1,-3,44,-6,38,-12.6667
10544,1,1,1,0,-4,0,-4,4,3,7,-1.75
10545,1,1,1,0,10,3,13,-40,1,-39,-3
10546,1,1,1,0,-4,0,-4,-23,2,-21,5.25
10547,1,1,1,0,-2,3,1,8,14,22,22
10548,1,1,1,0,-8,-1,-9,3,5,8,-0.888889
10549,1,1,1,0,-23,-1,-24,4,-15,-11,0.458333
10550,1,1,1,0,-12,1,-11,-18,-6,-24,2.18182
10551,1,1,1,0,13,1,14,5,5,10,0.714286
10552,1,1,1,0,-1,3,2,-4,10,6,3
10553,1,1,1,0,-5,1,-4,12,-7,5,-1.25
10554,1,1,1,0,-7,-1,-8,-2,-4,-6,0.75
10555,1,1,1,0,-1,3,2,25,4,29,14.5
10556,1,1,1,0,2,0,2,-5,15,10,5
10557,1,1,1,0,13,4,17,6,1,7,0.411765
10558,1,1,1,0,-2,-1,-3,4,-1,3,-1
10559,1,1,1,0,25,-4,21,-9,-4,-13,-0.619048
10560,1,1,1,0,-6,-4,-10,-9,-6,-15,1.5
10561,1,1,1,0,-3,-1,-4,-1,-2,-3,0.75
10562,1,1,1,0,-12,-2,-14,-8,7,-1,0.0714286
10563,1,1,1,0,15,1,16,9,11,20,1.25
10564,1,1,1,0,-4,4,0,-16,-1,-17,0
10565,1,1,1,0,4,-4,0,20,-15,5,0
10566,1,1,1,0,5,3,8,8,-7,1,0.125
10567,1,1,1,0,-38,-1,-39,-19,2,-17,0.435897
10568,1,1,1,0,-2,3,1,-22,-9,-31,-31
10569,1,1,1,0,-3,0,-3,16,1,17,-5.66667
10570,1,1,1,0,6,2,8,-5,-5,-10,-1.25
10571,1,1,1,0,5,-2,3,14,7,21,7
10572,1,1,1,0,-15,1,-14,15,12,27,-1.92857
10573,1,1,1,0,-10,-1,-11,26,-7,19,-1.72727
10574,1,1,1,0,-1,2,1,14,6,20,20
10575,1,1,1,0,14,-3,11,5,10,15,1.36364
10576,1,1,1,0,8,2,10,-11,-2,-13,-1.3
10577,1,1,1,0,13,-4,9,1,4,5,0.555556
10578,1,1,1,0,-21,-1,-22,-6,16,10,-0.454545
10579,1,1,1,0,-35,4,-31,-16,18,2,-0.0645161
10580,1,1,1,0,16,-1,15,-7,-1,-8,-0.533333
10581,1,1,1,0,22,-1,21,0,-2,-2,-0.0952381
10582,1,1,1,0,-5,1,-4,-3,-2,-5,1.25
10583,1,1,1,0,-9,3,-6,-21,-8,-29,4.83333
10584,1,1,1,0,-21,-2,-23,-13,-2,-15,0.652174
10585,1,1,1,0,-9,-1,-10,-14,-5,-19,1.9
10586,1,1,1,0,25,-1,24,-8,-2,-10,-0.416667
10587,1,1,1,0,-13,-2,-15,-4,7,3,-0.2
10588,1,1,1,0,-9,2,-7,2,-6,-4,0.571429
10589,1,1,1,0,-6,0,-6,-1,2,1,-0.166667
10590,1,1,1,0,-10,-5,-15,-6,4,-2,0.133333
10591,1,1,1,0,27,1,28,13,2,15,0.535714
10592,1,1,1,0,-9,-2,-11,3,6,9,-0.818182
10593,1,1,1,0,0,1,1,18,-3,15,15
10594,1,1,1,0,12,0,12,-3,5,2,0.166667
10595,1,1,1,0,8,-1,7,10,10,20,2.85714
10596,1,1,1,0,11,-1,10,-11,11,0,0
10597,1,1,1,0,-5,1,-4,-7,-1,-8,2
10598,1,1,1,0,1,-2,-1,22,-2,20,-20
10599,1,1,1,0,-22,0,-22,-23,6,-17,0.772727
10600,1,1,1,0,12,-1,11,7,-7,0,0
10601,1,1,1,0,-14,-1,-15,-9,-1,-10,0.666667
10602,1,1,1,0,-31,1,-30,-19,2,-17,0.566667
10603,1,1,1,0,-22,0,-22,-10,-9,-19,0.863636
10604,1,1,1,0,24,-2,22,31,-4,27,1.22727
10605,1,1,1,0,9,-2,7,2,2,4,0.571429
10606,1,1,1,0,27,0,27,12,-5,7,0.259259
10607,1,1,1,0,9,0,9,4,-9,-5,-0.555556
10608,1,1,1,0,13,0,13,6,1,7,0.538462
10609,1,1,1,0,36,2,38,-25,-6,-31,-0.815789
10610,1,1,1,0,-9,-1,-10,-1,2,1,-0.1
10611,1,1,1,0,2,3,5,1,2,3,0.6
10612,1,1,1,0,26,4,30,-7,-6,-13,-0.433333
10613,1,1,1,0,-5,2,-3,-8,5,-3,1
10614,1,1,1,0,19,0,19,-8,-6,-14,-0.736842
10615,1,1,1,0,-7,-1,-8,-10,10,0,-0
10616,1,1,1,0,22,-1,21,-17,9,-8,-0.380952
10617,1,1,1,0,32,1,33,-13,3,-10,-0.30303
10618,1,1,1,0,-11,3,-8,19,7,26,-3.25
10619,1,1,1,0,5,0,5,-11,-11,-22,-4.4
10620,1,1,1,0,10,3,13,35,-3,32,2.46154
10621,1,1,1,0,-25,0,-25,-31,-1,-32,1.28
10622,1,1,1,0,-8,0,-8,-15,-9,-24,3
10623,1,1,1,0,7,1,8,12,2,14,1.75
10624,1,1,1,0,-10,-2,-12,31,6,37,-3.08333
10625,1,1,1,0,29,-1,28,3,7,10,0.357143
10626,1,1,1,0,-18,3,-15,11,-5,6,-0.4
10627,1,1,1,0,3,-1,2,-15,0,-15,-7.5
10628,1,1,1,0,8,1,9,-2,-9,-11,-1.22222
10629,1,1,1,0,-5,-2,-7,-13,1,-12,1.71429
10630,1,1,1,0,14,-2,12,-20,-8,-28,-2.33333
10631,1,1,1,0,16,1,17,25,-2,23,1.35294
10632,1,1,1,0,-17,0,-17,-12,6,-6,0.352941
10633,1,1,1,0,-6,0,-6,-19,2,-17,2.83333
10634,1,1,1,0,-4,2,-2,-3,-8,-11,5.5
10635,1,1,1,0,4,2,6,-4,-1,-5,-0.833333
10636,1,1,1,0,-9,-4,-13,-5,3,-2,0.153846
10637,1,1,1,0,4,2,6,18,5,23,3.83333
10638,1,1,1,0,6,0,6,-12,-11,-23,-3.83333
10639,1,1,1,0,4,0,4,4,-2,2,0.5
10640,1,1,1,0,-7,-1,-8,17,-8,9,-1.125
10641,1,1,1,0,-9,4,-5,1,1,2,-0.4
10642,1,1,1,0,25,2,27,-9,-12,-21,-0.777778
10643,1,1,1,0,10,-3,7,4,1,5,0.714286
10644,1,1,1,0,11,2,13,21,-6,15,1.15385
10645,1,1,1,0,-30,1,-29,-10,-7,-17,0.586207
10646,1,1,1,0,-8,-1,-9,0,2,2,-0.222222
10647,1,1,1,0,-5,-4,-9,17,-5,12,-1.33333
10648,1,1,1,0,26,1,27,-2,5,3,0.111111
10649,1,1,1,0,-26,-4,-30,-14,-4,-18,0.6
10650,1,1,1,0,-3,0,-3,13,-3,10,-3.33333
10651,1,1,1,0,5,-1,4,-9,-6,-15,-3.75
10652,1,1,1,0,-3,2,-1,-7,1,-6,6
10653,1,1,1,0,15,-2,13,9,0,9,0.692308
10654,1,1,1,0,-21,-1,-22,-6,-8,-14,0.636364
10655,1,1,1,0,11,0,11,-2,8,6,0.545455
10656,1,1,1,0,-7,1,-6,-5,-3,-8,1.33333
10657,1,1,1,0,14,-1,13,21,6,27,2.07692
10658,1,1,1,0,-21,-1,-22,11,7,18,-0.818182
10659,1,1,1,0,5,-2,3,-14,-2,-16,-5.33333
10660,1,1,1,0,6,-3,3,-26,4,-22,-7.33333
10661,1,1,1,0,21,-2,19,-2,0,-2,-0.105263
10662,1,1,1,0,22,-3,19,-8,-4,-12,-0.631579
10663,1,1,1,0,0,-1,-1,24,3,27,-27
10664,1,1,1,0,-7,-1,-8,8,-5,3,-0.375
10665,1,1,1,0,-17,-1,-18,-6,-11,-17,0.944444
10666,1,1,1,0,4,-2,2,8,10,18,9
10667,1,1,1,0,-10,1,-9,-7,4,-3,0.333333
10668,1,1,1,0,-8,-1,-9,-9,4,-5,0.555556
10669,1,1,1,0,-8,-1,-9,11,15,26,-2.88889
10670,1,1,1,0,-2,2,0,21,-5,16,0
10671,1,1,1,0,9,-1,8,-27,2,-25,-3.125
10672,1,1,1,0,-7,1,-6,-6,1,-5,0.833333
10673,1,1,1,0,-3,1,-2,9,3,12,-6
10674,1,1,1,0,-14,-2,-16,-7,12,5,-0.3125
10675,1,1,1,0,2,-2,0,10,6,16,0
10676,1,1,1,0,-9,-3,-12,-17,-1,-18,1.5
10677,1,1,1,0,-4,2,-2,13,-6,7,-3.5
10678,1,1,1,0,-11,-3,-14,26,-7,19,-1.35714
10679,1,1,1,0,21,0,21,-19,-3,-22,-1.04762
10680,1,1,1,0,1,2,3,2,2,4,1.33333
10681,1,1,1,0,-8,-3,-11,-1,-7,-8,0.727273
10682,1,1,1,0,-14,1,-13,20,-3,17,-1.30769
10683,1,1,1,0,0,-2,-2,5,-4,1,-0.5
10684,1,1,1,0,-23,-2,-25,-15,3,-12,0.48
10685,1,1,1,0,7,2,9,3,6,9,1
