sample,target_poly,target_coeff,s00,sij,y00,w00,z00,yij,wij,zij,ratio
14382,1,1,1,0,-17,-1,-18,-12,4,-8,0.444444
14383,1,1,1,0,10,-3,7,-27,-5,-32,-4.57143
14384,1,1,1,0,-13,1,-12,12,-3,9,-0.75
14385,1,1,1,0,6,1,7,6,4,10,1.42857
14386,1,1,1,0,4,-3,1,6,0,6,6
14387,1,1,1,0,19,5,24,31,0,31,1.29167
14388,1,1,1,0,-19,1,-18,-22,-6,-28,1.55556
14389,1,1,1,0,-20,-4,-24,-11,6,-5,0.208333
14390,1,1,1,0,8,-2,6,-11,0,-11,-1.83333
14391,1,1,1,0,-25,-1,-26,42,-1,41,-1.57692
14392,1,1,1,0,10,-1,9,24,8,32,3.55556
14393,1,1,1,0,-2,1,-1,22,-5,17,-17
14394,1,1,1,0,18,2,20,7,1,8,0.4
14395,1,1,1,0,-22,0,-22,28,1,29,-1.31818
14396,1,1,1,0,26,2,28,26,-13,13,0.464286
14397,1,1,1,0,-16,3,-13,9,5,14,-1.07692
14398,1,1,1,0,6,2,8,1,-9,-8,-1
14399,1,1,1,0,10,2,12,19,5,24,2
14400,1,1,1,0,0,0,0,-31,1,-30,0
14401,1,1,1,0,-10,0,-10,9,1,10,-1
14402,1,1,1,0,-8,4,-4,3,-1,2,-0.5
14403,1,1,1,0,7,-1,6,8,-3,5,0.833333
14404,1,1,1,0,-2,-1,-3,26,2,28,-9.33333
14405,1,1,1,0,-2,1,-1,8,4,12,-12
14406,1,1,1,0,2,1,3,-18,-3,-21,-7
14407,1,1,1,0,1,0,1,15,-8,7,7
14408,1,1,1,0,8,-1,7,-1,12,11,1.57143
14409,1,1,1,0,22,-2,20,-7,-2,-9,-0.45
14410,1,1,1,0,-2,-1,-3,-19,3,-16,5.33333
14411,1,1,1,0,18,1,19,-1,-1,-2,-0.105263
14412,1,1,1,0,3,2,5,16,2,18,3.6
14413,1,1,1,0,10,-2,8,11,0,11,1.375
14414,1,1,1,0,-19,1,-18,5,-9,-4,0.222222
14415,1,1,1,0,10,3,13,21,-4,17,1.30769
14416,1,1,1,0,-7,-2,-9,-7,-16,-23,2.55556
14417,1,1,1,0,0,2,2,0,10,10,5
14418,1,1,1,0,-22,-1,-23,17,-3,14,-0.608696
14419,1,1,1,0,6,2,8,4,-9,-5,-0.625
14420,1,1,1,0,-17,2,-15,-26,-6,-32,2.13333
14421,1,1,1,0,0,-4,-4,-28,5,-23,5.75
14422,1,1,1,0,6,-2,4,-7,-4,-11,-2.75
14423,1,1,1,0,-8,1,-7,11,-8,3,-0.428571
14424,1,1,1,0,10,-2,8,-9,3,-6,-0.75
14425,1,1,1,0,-2,3,1,21,-8,13,13
14426,1,1,1,0,-5,0,-5,-7,-1,-8,1.6
14427,1,1,1,0,8,3,11,-2,-1,-3,-0.272727
14428,1,1,1,0,-7,0,-7,-17,-6,-23,3.28571
14429,1,1,1,0,19,1,20,-3,-3,-6,-0.3
14430,1,1,1,0,-18,0,-18,-1,-8,-9,0.5
14431,1,1,1,0,-17,-3,-20,-6,-8,-14,0.7
14432,1,1,1,0,-34,2,-32,-21,9,-12,0.375
14433,1,1,1,0,1,0,1,-28,-1,-29,-29
14434,1,1,1,0,21,-2,19,-10,2,-8,-0.421053
14435,1,1,1,0,13,-1,12,26,-10,16,1.33333
14436,1,1,1,0,6,-9,-3,0,0,0,-0
14437,1,1,1,0,-15,-5,-20,-18,4,-14,0.7
14438,1,1,1,0,6,1,7,12,-5,7,1
14439,1,1,1,0,0,0,0,-35,-1,-36,0
14440,1,1,1,0,-18,2,-16,-6,-6,-12,0.75
14441,1,1,1,0,-6,1,-5,0,9,9,-1.8
14442,1,1,1,0,-9,1,-8,3,2,5,-0.625
14443,1,1,1,0,3,1,4,-7,0,-7,-1.75
14444,1,1,1,0,4,0,4,1,-3,-2,-0.5
14445,1,1,1,0,27,-3,24,-11,-4,-15,-0.625
14446,1,1,1,0,-8,-1,-9,-7,1,-6,0.666667
14447,1,1,1,0,0,-1,-1,-9,-4,-13,13
14448,1,1,1,0,-19,-1,-20,-14,-11,-25,1.25
14449,1,1,1,0,-13,0,-13,-12,-6,-18,1.38462
14450,1,1,1,0,-7,-1,-8,8,-4,4,-0.5
14451,1,1,1,0,-2,1,-1,-11,0,-11,11
14452,1,1,1,0,12,2,14,14,-2,12,0.857143
14453,1,1,1,0,-17,-2,-19,-18,0,-18,0.947368
14454,1,1,1,0,2,2,4,-19,3,-16,-4
14455,1,1,1,0,-23,4,-19,-16,1,-15,0.789474
14456,1,1,1,0,-21,-3,-24,-6,4,-2,0.0833333
14457,1,1,1,0,7,3,10,13,-3,10,1
14458,1,1,1,0,-18,-3,-21,-5,-3,-8,0.380952
14459,1,1,1,0,8,1,9,10,14,24,2.66667
14460,1,1,1,0,36,-2,34,-4,-3,-7,-0.205882
14461,1,1,1,0,0,0,0,-1,3,2,0
14462,1,1,1,0,13,1,14,-5,-5,-10,-0.714286
14463,1,1,1,0,19,-1,18,-10,6,-4,-0.222222
14464,1,1,1,0,42,2,44,4,13,17,0.386364
14465,1,1,1,0,43,2,45,4,-2,2,0.0444444
14466,1,1,1,0,6,0,6,-6,12,6,1
14467,1,1,1,0,8,-1,7,6,-11,-5,-0.714286
14468,1,1,1,0,-34,3,-31,-11,12,1,-0.0322581
14469,1,1,1,0,-19,-2,-21,25,0,25,-1.19048
14470,1,1,1,0,-16,0,-16,1,5,6,-0.375
14471,1,1,1,0,11,-1,10,-5,-5,-10,-1
14472,1,1,1,0,-17,-1,-18,-9,-3,-12,0.666667
14473,1,1,1,0,8,0,8,-16,8,-8,-1
14474,1,1,1,0,12,1,13,19,-11,8,0.615385
14475,1,1,1,0,-22,0,-22,0,6,6,-0.272727
14476,1,1,1,0,7,2,9,6,3,9,1
14477,1,1,1,0,-12,0,-12,37,1,38,-3.16667
14478,1,1,1,0,-19,1,-18,-25,-5,-30,1.66667
14479,1,1,1,0,0,-1,-1,-6,4,-2,2
14480,1,1,1,0,-2,0,-2,14,0,14,-7
14481,1,1,1,0,-6,0,-6,9,-2,7,-1.16667
14482,1,1,1,0,3,2,5,25,0,25,5
14483,1,1,1,0,25,0,25,18,4,22,0.88
14484,1,1,1,0,-4,-3,-7,43,-8,35,-5
14485,1,1,1,0,13,-3,10,-13,-5,-18,-1.8
14486,1,1,1,0,7,0,7,12,1,13,1.85714
14487,1,1,1,0,-4,-2,-6,2,0,2,-0.333333
14488,1,1,1,0,13,1,14,-14,-6,-20,-1.42857
14489,1,1,1,0,3,-1,2,17,10,27,13.5
14490,1,1,1,0,-8,0,-8,-6,6,0,-0
14491,1,1,1,0,18,3,21,-6,-6,-12,-0.571429
14492,1,1,1,0,-1,2,1,-7,-6,-13,-13
14493,1,1,1,0,14,0,14,-3,6,3,0.214286
14494,1,1,1,0,-8,3,-5,-9,1,-8,1.6
14495,1,1,1,0,10,-1,9,-8,-3,-11,-1.22222
14496,1,1,1,0,-15,1,-14,-5,-7,-12,0.857143
14497,1,1,1,0,34,-3,31,5,-2,3,0.0967742
14498,1,1,1,0,0,-1,-1,-10,-4,-14,14
14499,1,1,1,0,-7,0,-7,-6,10,4,-0.571429
14500,1,1,1,0,3,-2,1,1,3,4,4
14501,1,1,1,0,16,-1,15,17,2,19,1.26667
14502,1,1,1,0,-6,2,-4,6,-10,-4,1
14503,1,1,1,0,1,1,2,24,-12,12,6
14504,1,1,1,0,22,2,24,3,0,3,0.125
14505,1,1,1,0,-12,2,-10,-33,-2,-35,3.5
14506,1,1,1,0,20,1,21,10,5,15,0.714286
14507,1,1,1,0,23,-5,18,-18,-4,-22,-1.22222
14508,1,1,1,0,-19,0,-19,6,-4,2,-0.105263
14509,1,1,1,0,-6,2,-4,-5,-3,-8,2
14510,1,1,1,0,-9,0,-9,-9,11,2,-0.222222
14511,1,1,1,0,-3,4,1,24,-2,22,22
14512,1,1,1,0,14,-1,13,11,1,12,0.923077
14513,1,1,1,0,-7,3,-4,21,5,26,-6.5
14514,1,1,1,0,-9,1,-8,0,7,7,-0.875
14515,1,1,1,0,-10,4,-6,-10,-11,-21,3.5
14516,1,1,1,0,-14,-2,-16,4,-3,1,-0.0625
14517,1,1,1,0,-7,5,-2,-12,-2,-14,7
14518,1,1,1,0,-5,1,-4,-1,-4,-5,1.25
14519,1,1,1,0,31,0,31,-10,0,-10,-0.322581
14520,1,1,1,0,17,-3,14,5,0,5,0.357143
14521,1,1,1,0,29,-1,28,-2,-1,-3,-0.107143
14522,1,1,1,0,-1,1,0,-4,1,-3,0
14523,1,1,1,0,-11,0,-11,-18,-4,-22,2
14524,1,1,1,0,-6,0,-6,8,7,15,-2.5
14525,1,1,1,0,-2,-3,-5,-15,-3,-18,3.6
14526,1,1,1,0,-14,1,-13,-8,0,-8,0.615385
14527,1,1,1,0,-7,2,-5,17,18,35,-7
14528,1,1,1,0,0,0,0,-4,-3,-7,0
14529,1,1,1,0,-16,2,-14,12,3,15,-1.07143
14530,1,1,1,0,-24,-1,-25,8,6,14,-0.56
14531,1,1,1,0,14,-1,13,8,1,9,0.692308
14532,1,1,1,0,0,-1,-1,1,11,12,-12
14533,1,1,1,0,-11,-1,-12,-10,1,-9,0.75
14534,1,1,1,0,1,-3,-2,6,1,7,-3.5
14535,1,1,1,0,7,-1,6,2,-8,-6,-1
14536,1,1,1,0,13,-2,11,-3,3,0,0
14537,1,1,1,0,-71,1,-70,-4,-7,-11,0.157143
14538,1,1,1,0,17,1,18,-13,2,-11,-0.611111
14539,1,1,1,0,-15,1,-14,0,-3,-3,0.214286
14540,1,1,1,0,-4,2,-2,-1,3,2,-1
14541,1,1,1,0,13,1,14,16,8,24,1.71429
14542,1,1,1,0,-9,1,-8,2,15,17,-2.125
14543,1,1,1,0,9,0,9,-7,-1,-8,-0.888889
14544,1,1,1,0,-5,0,-5,17,-10,7,-1.4
14545,1,1,1,0,9,0,9,5,8,13,1.44444
14546,1,1,1,0,0,4,4,-2,1,-1,-0.25
14547,1,1,1,0,5,1,6,-16,12,-4,-0.666667
14548,1,1,1,0,3,-1,2,-11,-12,-23,-11.5
14549,1,1,1,0,3,-1,2,34,-17,17,8.5
14550,1,1,1,0,-7,4,-3,-15,8,-7,2.33333
14551,1,1,1,0,14,-5,9,15,0,15,1.66667
14552,1,1,1,0,21,-3,18,-7,-12,-19,-1.05556
14553,1,1,1,0,15,-1,14,7,-1,6,0.428571
14554,1,1,1,0,8,-2,6,0,6,6,1
14555,1,1,1,0,4,-3,1,-20,5,-15,-15
14556,1,1,1,0,5,2,7,-9,-7,-16,-2.28571
14557,1,1,1,0,9,-1,8,-26,9,-17,-2.125
14558,1,1,1,0,19,1,20,-14,2,-12,-0.6
14559,1,1,1,0,25,0,25,-29,0,-29,-1.16
14560,1,1,1,0,-1,0,-1,7,7,14,-14
14561,1,1,1,0,-6,2,-4,-11,3,-8,2
14562,1,1,1,0,5,5,10,-12,2,-10,-1
14563,1,1,1,0,-3,3,0,-32,8,-24,0
14564,1,1,1,0,13,-2,11,-10,-4,-14,-1.27273
14565,1,1,1,0,21,0,21,28,1,29,1.38095
14566,1,1,1,0,3,-1,2,3,9,12,6
14567,1,1,1,0,14,1,15,24,7,31,2.06667
14568,1,1,1,0,37,-1,36,-8,-4,-12,-0.333333
14569,1,1,1,0,24,3,27,5,5,10,0.37037
14570,1,1,1,0,-16,-2,-18,19,6,25,-1.38889
14571,1,1,1,0,4,-2,2,1,-2,-1,-0.5
14572,1,1,1,0,-16,1,-15,-12,-5,-17,1.13333
14573,1,1,1,0,-15,3,-12,4,0,4,-0.333333
14574,1,1,1,0,5,1,6,-3,8,5,0.833333
14575,1,1,1,0,0,-2,-2,1,-6,-5,2.5
14576,1,1,1,0,0,-1,-1,-9,-1,-10,10
14577,1,1,1,0,-12,-2,-14,9,0,9,-0.642857
14578,1,1,1,0,10,-3,7,-13,5,-8,-1.14286
14579,1,1,1,0,-15,-1,-16,28,9,37,-2.3125
14580,1,1,1,0,1,-3,-2,12,11,23,-11.5
14581,1,1,1,0,-12,0,-12,3,-8,-5,0.416667
14582,1,1,1,0,-1,3,2,-17,-3,-20,-10
14583,1,1,1,0,12,2,14,2,-3,-1,-0.0714286
14584,1,1,1,0,0,1,1,22,18,40,40
14585,1,1,1,0,33,-1,32,16,1,17,0.53125
14586,1,1,1,0,-23,0,-23,5,-14,-9,0.391304
14587,1,1,1,0,10,0,10,15,1,16,1.6
14588,1,1,1,0,26,-1,25,-2,6,4,0.16
14589,1,1,1,0,-7,1,-6,19,-4,15,-2.5
14590,1,1,1,0,4,1,5,-1,-4,-5,-1
14591,1,1,1,0,11,-1,10,-19,-1,-20,-2
14592,1,1,1,0,-18,-1,-19,25,0,25,-1.31579
14593,1,1,1,0,16,0,16,-15,0,-15,-0.9375
14594,1,1,1,0,3,-1,2,-12,8,-4,-2
14595,1,1,1,0,0,-1,-1,15,9,24,-24
14596,1,1,1,0,-14,2,-12,1,-7,-6,0.5
14597,1,1,1,0,-16,-1,-17,5,2,7,-0.411765
14598,1,1,1,0,21,-1,20,-2,2,0,0
14599,1,1,1,0,-19,1,-18,-3,-7,-10,0.555556
14600,1,1,1,0,25,-1,24,9,4,13,0.541667
14601,1,1,1,0,17,2,19,9,-3,6,0.315789
14602,1,1,1,0,8,-2,6,10,-12,-2,-0.333333
14603,1,1,1,0,7,1,8,-3,3,0,0
14604,1,1,1,0,-10,0,-10,-12,-8,-20,2
14605,1,1,1,0,18,1,19,4,12,16,0.842105
14606,1,1,1,0,-2,2,0,22,-11,11,0
14607,1,1,1,0,2,1,3,5,-2,3,1
14608,1,1,1,0,17,-2,15,4,-8,-4,-0.266667
14609,1,1,1,0,12,0,12,-15,6,-9,-0.75
14610,1,1,1,0,-7,-1,-8,14,10,24,-3
14611,1,1,1,0,16,-1,15,8,-2,6,0.4
14612,1,1,1,0,4,1,5,4,0,4,0.8
14613,1,1,1,0,-4,-1,-5,1,-8,-7,1.4
14614,1,1,1,0,25,1,26,9,-6,3,0.115385
14615,1,1,1,0,10,-1,9,15,-8,7,0.777778
14616,1,1,1,0,-20,3,-17,11,-5,6,-0.352941
14617,1,1,1,0,-7,0,-7,-16,-3,-19,2.71429
14618,1,1,1,0,-10,1,-9,-28,-9,-37,4.11111
14619,1,1,1,0,7,2,9,-9,5,-4,-0.444444
14620,1,1,1,0,14,1,15,-16,9,-7,-0.466667
14621,1,1,1,0,-4,0,-4,6,-6,0,-0
14622,1,1,1,0,34,-3,31,-7,-6,-13,-0.419355
14623,1,1,1,0,5,-2,3,8,10,18,6
14624,1,1,1,0,8,2,10,-17,9,-8,-0.8
14625,1,1,1,0,-4,0,-4,5,-6,-1,0.25
14626,1,1,1,0,8,2,10,-18,12,-6,-0.6
14627,1,1,1,0,21,1,22,22,-9,13,0.590909
14628,1,1,1,0,4,0,4,-15,9,-6,-1.5
14629,1,1,1,0,-16,1,-15,8,0,8,-0.533333
14630,1,1,1,0,13,1,14,8,-4,4,0.285714
14631,1,1,1,0,4,-2,2,2,3,5,2.5
14632,1,1,1,0,4,-1,3,34,-8,26,8.66667
14633,1,1,1,0,-7,-1,-8,40,5,45,-5.625
14634,1,1,1,0,11,2,13,-10,-5,-15,-1.15385
14635,1,1,1,0,3,0,3,9,-9,0,0
14636,1,1,1,0,1,-1,0,32,-7,25,0
14637,1,1,1,0,16,0,16,-16,-1,-17,-1.0625
14638,1,1,1,0,28,-2,26,-13,11,-2,-0.0769231
14639,1,1,1,0,9,2,11,4,4,8,0.727273
14640,1,1,1,0,-5,4,-1,10,-1,9,-9
14641,1,1,1,0,7,0,7,-2,5,3,0.428571
14642,1,1,1,0,-3,-1,-4,-4,-1,-5,1.25
14643,1,1,1,0,-18,1,-17,10,1,11,-0.647059
14644,1,1,1,0,-5,-1,-6,10,1,11,-1.83333
14645,1,1,1,0,-14,0,-14,-6,-7,-13,0.928571
14646,1,1,1,0,-2,-2,-4,-24,1,-23,5.75
14647,1,1,1,0,-14,-1,-15,-4,-7,-11,0.733333
14648,1,1,1,0,11,0,11,12,4,16,1.45455
14649,1,1,1,0,10,0,10,3,-3,0,0
14650,1,1,1,0,17,0,17,20,2,22,1.29412
14651,1,1,1,0,-28,0,-28,14,5,19,-0.678571
14652,1,1,1,0,-9,5,-4,1,-3,-2,0.5
14653,1,1,1,0,-2,1,-1,7,-3,4,-4
14654,1,1,1,0,-4,-2,-6,-13,-8,-21,3.5
14655,1,1,1,0,-10,-1,-11,11,-6,5,-0.454545
14656,1,1,1,0,0,-1,-1,-9,-6,-15,15
14657,1,1,1,0,-17,2,-15,-11,-2,-13,0.866667
14658,1,1,1,0,-7,0,-7,-4,10,6,-0.857143
14659,1,1,1,0,-4,-3,-7,15,1,16,-2.28571
14660,1,1,1,0,8,-3,5,-14,0,-14,-2.8
14661,1,1,1,0,16,-2,14,6,-9,-3,-0.214286
14662,1,1,1,0,0,-1,-1,0,6,6,-6
14663,1,1,1,0,-17,-2,-19,-23,-8,-31,1.63158
14664,1,1,1,0,-8,3,-5,18,1,19,-3.8
14665,1,1,1,0,-15,0,-15,-2,2,0,-0
14666,1,1,1,0,-1,0,-1,1,0,1,-1
14667,1,1,1,0,3,-3,0,-19,12,-7,0
14668,1,1,1,0,10,1,11,30,-1,29,2.63636
14669,1,1,1,0,9,-1,8,-17,5,-12,-1.5
14670,1,1,1,0,2,1,3,-1,-3,-4,-1.33333
14671,1,1,1,0,-7,2,-5,11,0,11,-2.2
14672,1,1,1,0,-20,-3,-23,-4,4,0,-0
14673,1,1,1,0,5,3,8,1,10,11,1.375
14674,1,1,1,0,-12,2,-10,-29,-1,-30,3
14675,1,1,1,0,1,3,4,10,3,13,3.25
14676,1,1,1,0,-17,-1,-18,-5,-5,-10,0.555556
14677,1,1,1,0,0,0,0,14,-13,1,0
14678,1,1,1,0,-2,0,-2,-1,-10,-11,5.5
14679,1,1,1,0,-1,1,0,-1,1,0,0
14680,1,1,1,0,-2,-2,-4,10,-5,5,-1.25
14681,1,1,1,0,-3,-1,-4,12,8,20,-5
14682,1,1,1,0,-3,-3,-6,7,-7,0,-0
14683,1,1,1,0,-23,3,-20,12,-1,11,-0.55
14684,1,1,1,0,9,-1,8,-1,3,2,0.25
14685,1,1,1,0,16,1,17,4,0,4,0.235294
14686,1,1,1,0,10,2,12,-2,-1,-3,-0.25
14687,1,1,1,0,4,0,4,-2,1,-1,-0.25
14688,1,1,1,0,-30,-2,-32,5,1,6,-0.1875
14689,1,1,1,0,-11,-2,-13,-4,-3,-7,0.538462
14690,1,1,1,0,2,3,5,-44,-2,-46,-9.2
14691,1,1,1,0,6,-3,3,29,2,31,10.3333
14692,1,1,1,0,8,0,8,18,5,23,2.875
14693,1,1,1,0,-25,-1,-26,3,2,5,-0.192308
14694,1,1,1,0,6,-2,4,-3,-4,-7,-1.75
14695,1,1,1,0,-8,-1,-9,14,1,15,-1.66667
14696,1,1,1,0,10,-4,6,-16,6,-10,-1.66667
14697,1,1,1,0,-19,2,-17,-15,2,-13,0.764706
14698,1,1,1,0,-45,0,-45,-21,-2,-23,0.511111
14699,1,1,1,0,-7,3,-4,-24,6,-18,4.5
14700,1,1,1,0,5,-2,3,24,3,27,9
14701,1,1,1,0,-4,1,-3,-24,2,-22,7.33333
14702,1,1,1,0,-19,3,-16,6,2,8,-0.5
14703,1,1,1,0,-7,0,-7,1,5,6,-0.857143
14704,1,1,1,0,1,0,1,17,0,17,17
14705,1,1,1,0,-6,1,-5,1,-7,-6,1.2
14706,1,1,1,0,-2,1,-1,-19,-7,-26,26
14707,1,1,1,0,15,1,16,6,5,11,0.6875
14708,1,1,1,0,-6,-2,-8,4,9,13,-1.625
14709,1,1,1,0,-2,-1,-3,11,12,23,-7.66667
14710,1,1,1,0,-30,2,-28,13,-1,12,-0.428571
14711,1,1,1,0,-35,3,-32,9,-2,7,-0.21875
14712,1,1,1,0,9,2,11,-33,-2,-35,-3.18182
14713,1,1,1,0,5,1,6,9,10,19,3.16667
14714,1,1,1,0,16,-6,10,-19,-3,-22,-2.2
14715,1,1,1,0,21,-1,20,8,-6,2,0.1
14716,1,1,1,0,6,0,6,34,8,42,7
14717,1,1,1,0,-10,0,-10,34,3,37,-3.7
14718,1,1,1,0,8,0,8,6,3,9,1.125
14719,1,1,1,0,-36,5,-31,6,-6,0,-0
14720,1,1,1,0,-18,-3,-21,3,6,9,-0.428571
14721,1,1,1,0,9,3,12,16,0,16,1.33333
14722,1,1,1,0,1,1,2,-31,2,-29,-14.5
14723,1,1,1,0,10,0,10,11,-5,6,0.6
14724,1,1,1,0,-11,4,-7,-17,-1,-18,2.57143
14725,1,1,1,0,15,-2,13,10,4,14,1.07692
14726,1,1,1,0,29,2,31,-25,-1,-26,-0.83871
14727,1,1,1,0,-3,-2,-5,-20,8,-12,2.4
14728,1,1,1,0,-13,2,-11,31,-9,22,-2
14729,1,1,1,0,9,-2,7,8,5,13,1.85714
14730,1,1,1,0,15,-1,14,-17,-8,-25,-1.78571
14731,1,1,1,0,11,2,13,13,5,18,1.38462
14732,1,1,1,0,9,5,14,-5,-7,-12,-0.857143
14733,1,1,1,0,10,-3,7,-1,6,5,0.714286
14734,1,1,1,0,-6,2,-4,6,-9,-3,0.75
14735,1,1,1,0,-9,-1,-10,5,0,5,-0.5
14736,1,1,1,0,-6,2,-4,-19,3,-16,4
14737,1,1,1,0,-9,-2,-11,21,-4,17,-1.54545
14738,1,1,1,0,6,-2,4,1,6,7,1.75
14739,1,1,1,0,-15,-2,-17,-11,3,-8,0.470588
14740,1,1,1,0,-13,0,-13,-18,-2,-20,1.53846
14741,1,1,1,0,-2,2,0,-8,2,-6,0
14742,1,1,1,0,21,0,21,0,11,11,0.52381
14743,1,1,1,0,15,0,15,24,9,33,2.2
14744,1,1,1,0,26,2,28,-13,2,-11,-0.392857
14745,1,1,1,0,-5,0,-5,10,7,17,-3.4
14746,1,1,1,0,15,-3,12,11,0,11,0.916667
14747,1,1,1,0,22,0,22,-15,5,-10,-0.454545
14748,1,1,1,0,8,0,8,12,1,13,1.625
14749,1,1,1,0,-3,2,-1,10,-10,0,-0
14750,1,1,1,0,-8,2,-6,-13,6,-7,1.16667
14751,1,1,1,0,-28,1,-27,0,4,4,-0.148148
14752,1,1,1,0,16,1,17,-5,-2,-7,-0.411765
14753,1,1,1,0,-26,0,-26,-12,8,-4,0.153846
14754,1,1,1,0,21,0,21,21,3,24,1.14286
14755,1,1,1,0,-32,-4,-36,16,1,17,-0.472222
14756,1,1,1,0,-23,0,-23,-5,-2,-7,0.304348
14757,1,1,1,0,21,-1,20,15,1,16,0.8
14758,1,1,1,0,-8,-1,-9,-8,-10,-18,2
14759,1,1,1,0,0,-1,-1,3,14,17,-17
14760,1,1,1,0,43,1,44,10,2,12,0.272727
14761,1,1,1,0,-5,2,-3,-15,3,-12,4
14762,1,1,1,0,9,1,10,12,-9,3,0.3
14763,1,1,1,0,3,1,4,-4,1,-3,-0.75
14764,1,1,1,0,-6,1,-5,12,-12,0,-0
14765,1,1,1,0,5,-1,4,18,-4,14,3.5
14766,1,1,1,0,-41,1,-40,6,8,14,-0.35
14767,1,1,1,0,31,5,36,14,5,19,0.527778
14768,1,1,1,0,-1,0,-1,-2,1,-1,1
14769,1,1,1,0,-18,1,-17,22,5,27,-1.58824
14770,1,1,1,0,23,0,23,-12,-2,-14,-0.608696
14771,1,1,1,0,-5,0,-5,8,2,10,-2
14772,1,1,1,0,-13,-2,-15,-16,12,-4,0.266667
14773,1,1,1,0,7,-2,5,22,-6,16,3.2
14774,1,1,1,0,10,0,10,-15,-7,-22,-2.2
14775,1,1,1,0,15,2,17,-7,6,-1,-0.0588235
14776,1,1,1,0,-15,-2,-17,4,-2,2,-0.117647
14777,1,1,1,0,-7,-1,-8,15,0,15,-1.875
14778,1,1,1,0,21,1,22,11,1,12,0.545455
14779,1,1,1,0,-22,3,-19,0,2,2,-0.105263
14780,1,1,1,0,-13,-2,-15,21,2,23,-1.53333
14781,1,1,1,0,4,-6,-2,13,-2,11,-5.5
14782,1,1,1,0,-1,0,-1,16,-3,13,-13
14783,1,1,1,0,-7,0,-7,-5,9,4,-0.571429
14784,1,1,1,0,-7,1,-6,-9,4,-5,0.833333
14785,1,1,1,0,-4,2,-2,21,-3,18,-9
14786,1,1,1,0,-13,1,-12,4,-2,2,-0.166667
14787,1,1,1,0,29,1,30,-5,10,5,0.166667
14788,1,1,1,0,32,2,34,-13,5,-8,-0.235294
14789,1,1,1,0,-6,1,-5,-16,-2,-18,3.6
14790,1,1,1,0,-35,-3,-38,-8,11,3,-0.0789474
14791,1,1,1,0,16,-2,14,3,-7,-4,-0.285714
14792,1,1,1,0,-9,2,-7,-1,0,-1,0.142857
14793,1,1,1,0,11,1,12,19,0,19,1.58333
14794,1,1,1,0,-11,-4,-15,9,-9,0,-0
14795,1,1,1,0,-10,0,-10,-19,-9,-28,2.8
14796,1,1,1,0,-6,0,-6,-2,-15,-17,2.83333
14797,1,1,1,0,35,3,38,4,-1,3,0.0789474
14798,1,1,1,0,-9,-2,-11,6,-4,2,-0.181818
14799,1,1,1,0,12,-2,10,3,-4,-1,-0.1
14800,1,1,1,0,-14,-4,-18,6,6,12,-0.666667
14801,1,1,1,0,-29,1,-28,1,10,11,-0.392857
14802,1,1,1,0,-1,2,1,1,9,10,10
14803,1,1,1,0,-24,1,-23,-8,0,-8,0.347826
14804,1,1,1,0,-1,1,0,2,-5,-3,0
14805,1,1,1,0,0,2,2,2,3,5,2.5
14806,1,1,1,0,-9,0,-9,10,14,24,-2.66667
14807,1,1,1,0,1,1,2,13,0,13,6.5
14808,1,1,1,0,6,1,7,9,-3,6,0.857143
14809,1,1,1,0,-11,-2,-13,-4,-1,-5,0.384615
14810,1,1,1,0,1,-1,0,1,-4,-3,0
14811,1,1,1,0,-13,2,-11,28,-8,20,-1.81818
14812,1,1,1,0,3,-1,2,-2,1,-1,-0.5
14813,1,1,1,0,-15,2,-13,-18,-15,-33,2.53846
14814,1,1,1,0,9,0,9,-18,12,-6,-0.666667
14815,1,1,1,0,-12,-2,-14,4,9,13,-0.928571
14816,1,1,1,0,-5,-3,-8,23,-1,22,-2.75
14817,1,1,1,0,10,3,13,20,-1,19,1.46154
14818,1,1,1,0,6,-4,2,0,-2,-2,-1
14819,1,1,1,0,-3,-1,-4,-15,-1,-16,4
14820,1,1,1,0,4,1,5,-3,-1,-4,-0.8
14821,1,1,1,0,-1,-1,-2,8,-4,4,-2
14822,1,1,1,0,-13,3,-10,3,-3,0,-0
14823,1,1,1,0,9,0,9,4,3,7,0.777778
14824,1,1,1,0,-8,-4,-12,7,1,8,-0.666667
14825,1,1,1,0,2,-1,1,0,-7,-7,-7
14826,1,1,1,0,-1,-2,-3,6,-13,-7,2.33333
14827,1,1,1,0,10,0,10,25,7,32,3.2
14828,1,1,1,0,-7,1,-6,-19,-5,-24,4
14829,1,1,1,0,-1,1,0,-5,6,1,0
14830,1,1,1,0,-19,1,-18,8,-7,1,-0.0555556
14831,1,1,1,0,35,-3,32,36,0,36,1.125
14832,1,1,1,0,-29,-2,-31,0,-8,-8,0.258065
14833,1,1,1,0,-21,-1,-22,12,5,17,-0.772727
14834,1,1,1,0,14,0,14,27,-5,22,1.57143
14835,1,1,1,0,20,-2,18,-10,-4,-14,-0.777778
14836,1,1,1,0,-3,1,-2,-13,-9,-22,11
14837,1,1,1,0,-6,0,-6,19,0,19,-3.16667
14838,1,1,1,0,-7,-2,-9,42,6,48,-5.33333
14839,1,1,1,0,12,0,12,-8,-6,-14,-1.16667
14840,1,1,1,0,-19,-4,-23,-35,1,-34,1.47826
14841,1,1,1,0,-16,-2,-18,-19,-2,-21,1.16667
14842,1,1,1,0,-11,1,-10,-6,7,1,-0.1
